ID,ra,dec,sector,camera,ccd,result
234337188,36.9189257546769,-68.983762505687,1,3,4,false
370007010,33.0474889299,-69.6370870638486,1,3,4,false
234301149,32.7864105094361,-69.36547107218,1,3,4,false
234337261,37.0037644087182,-68.6474152917793,1,3,4,false
234305388,34.6832957687279,-68.8057188018705,1,3,4,false
232073095,28.2689916058009,-70.2546146086159,1,3,4,false
232072156,28.2026558341647,-69.7599286074364,1,3,4,false
232079082,29.6617301394124,-69.7379624278944,1,3,4,false
273861795,31.6861125640932,-69.4199141507016,1,3,4,false
273861748,31.8313789488676,-69.2541269274459,1,3,4,false
232080979,29.9950438459458,-69.5632528143743,1,3,4,false
232072117,28.1307909501473,-69.5635209841403,1,3,4,false
232083809,30.5624366298839,-68.7282483788354,1,3,4,false
232077658,29.1534154063554,-68.4701993827381,1,3,4,false
232079367,29.4919391441742,-68.6195067023112,1,3,4,false
232082553,30.1733775680819,-68.0876254205445,1,3,4,false
232079511,29.7205212310989,-68.0544576055195,1,3,4,false
273944516,32.4512088495305,-68.8283941227154,1,3,4,false
402295406,33.8242760463216,-68.6913950088268,1,3,4,false
234301428,32.849026410107,-68.1105671416032,1,3,4,false
234302947,34.1066126193687,-67.5871109136158,1,3,4,false
273853676,31.4096308945561,-68.1487051911037,1,3,4,false
273855756,31.7210357100129,-67.493020790767,1,3,4,false
234348832,39.3300675983622,-69.1046505793533,1,3,4,false
234346030,38.85017235749,-68.6928722970597,1,3,4,false
259886418,41.050621006991,-67.9727788232094,1,3,4,false
259886463,40.9644270979364,-67.7800515465593,1,3,4,false
234349167,39.4257510180825,-67.792309732692,1,3,4,false
234347050,39.2613153135866,-67.1979628026091,1,3,4,false
234341130,37.9711592311304,-67.1457446587282,1,3,4,false
234343491,38.263808084753,-66.9664407047083,1,3,4,true
